Symbol,Name,Outstanding,IPO Year,Sector,Industry
TGI,Triumph Group Inc. Common Stock,65446758,1996,Industrials,Aerospace
TGL,Treasure Global Inc. Common Stock,17573830,2022,Technology,Retail: Computer Software & Peripheral Equipment
TGLS,Tecnoglass Inc. Ordinary Shares,47674773,2022,Consumer Discretionary,Electronic Components
TGNA,TEGNA Inc,201522004,,Industrials,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,150552212,,Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,461559612,,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,150977563,,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp. Common Stock,101596056,2018,Consumer Discretionary,Hotels/Resorts
THC,Tenet Healthcare Corporation Common Stock,101535140,,Health Care,Hospital/Nursing Management
THCH,TH International Limited Ordinary shares,149181538,,Finance,Blank Checks
THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,0,2021,Industrials,Consumer Electronics/Appliances
THCPW,Thunder Bridge Capital Partners IV Inc. Warrant,0,2021,Industrials,Consumer Electronics/Appliances
THFF,First Financial Corporation Indiana Common Stock,11975574,,Finance,Major Banks
THG,Hanover Insurance Group Inc,35753876,,Finance,Property-Casualty Insurers
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),195885531,,Basic Materials,Metal Mining
THMO,ThermoGenesis Holdings Inc. Common Stock,1904298,,Industrials,Medical Specialities
THO,Thor Industries Inc. Common Stock,53308174,,Industrials,Homebuilding
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,0,2014,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,33687209,2011,Energy,Industrial Machinery/Components
THRD,Third Harmonic Bio Inc. Common Stock,40364375,2022,Health Care,Biotechnology: Pharmaceutical Preparations
THRM,Gentherm Inc Common Stock,32990546,,Consumer Discretionary,Auto Parts:O.E.M.
THRN,Thorne Healthtech Inc. Common Stock,53920019,2021,Health Care,Biotechnology: Pharmaceutical Preparations
THRX,Theseus Pharmaceuticals Inc. Common Stock,43576533,2004,Health Care,Biotechnology: Pharmaceutical Preparations
THRY,Thryv Holdings Inc. Common Stock,34603870,,Industrials,Industrial Machinery/Components
THS,Treehouse Foods Inc. Common Stock,56378524,,Consumer Staples,Packaged Foods
THTX,Theratechnologies Inc. Common Shares,24201575,,Health Care,Biotechnology: Pharmaceutical Preparations
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,0,2015,Finance,Finance Companies
THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024,101596055,2018,Energy,Oil & Gas Production
TIGO,Millicom International Cellular S.A. Common Stock,172100000,,Telecommunications,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,164810903,2019,Finance,Investment Bankers/Brokers/Service
TIL,Instil Bio Inc. Common Stock,130079097,2021,Health Care,Biotechnology: Pharmaceutical Preparations
TILE,Interface Inc. Common Stock,58106975,,Consumer Discretionary,Home Furnishings
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,484160900,2020,Telecommunications,Telecommunications Equipment
TIO,Tingo Group Inc. Common Stock,163727400,,Finance,Specialty Insurers
TIPT,Tiptree Inc. Common Stock,36749767,,Finance,Property-Casualty Insurers
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,3020000,2021,Finance,Specialty Insurers
TISI,Team Inc. Common Stock,4361825,,Consumer Discretionary,Other Consumer Services
TITN,Titan Machinery Inc. Common Stock,22667165,2007,Consumer Discretionary,Other Specialty Stores
TIVC,Tivic Health Systems Inc. Common Stock,29677727,2021,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,273000000,2021,Technology,EDP Services
TJX,TJX Companies Inc. (The) Common Stock,1149238467,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Common Stock,96027320,,Consumer Discretionary,Marine Transportation
TKAT,Takung Art Co. Ltd. Common Stock,34991884,,Consumer Discretionary,Catalog/Specialty Distribution
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,880000000,,Telecommunications,Telecommunications Equipment
TKLF,Yoshitsu Co. Ltd American Depositary Shares,36250054,2022,Consumer Discretionary,Other Specialty Stores
TKNO,Alpha Teknova Inc. Common Stock,28222832,2021,Health Care, Medicinal Chemicals and Botanical Products 
TKR,Timken Company (The) Common Stock,71041023,,Industrials,Metal Fabrications
TLF,Tandy Leather Factory Inc. Common Stock,8300629,,Consumer Discretionary,Apparel
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,0,2022,Finance,Blank Checks
TLGYW,TLGY Acquisition Corporation Warrant,0,2022,Finance,Blank Checks
TLIS,Talis Biomedical Corporation Common Stock,1791988,2021,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TLK,PT Telekomunikasi Indonesia Tbk,990622165,,Telecommunications,Telecommunications Equipment
TLRY,Tilray Brands Inc. Common Stock ,696361417,2018,Health Care,Biotechnology: Pharmaceutical Preparations
TLS,Telos Corporation Common Stock,69582809,2020,Technology,EDP Services
TLSA,Tiziana Life Sciences Ltd. Common Shares,102270000,2018,Health Care,Biotechnology: Pharmaceutical Preparations
TLSI,TriSalus Life Sciences Inc. Common Stock,0,2021,Miscellaneous,Miscellaneous
TLSIW,TriSalus Life Sciences Inc. Warrant,0,2021,Miscellaneous,Miscellaneous
TLYS,Tilly's Inc. Common Stock,29877068,2012,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation Common Stock,1377830153,,Consumer Discretionary,Auto Manufacturing
TMBR,Timber Pharmaceuticals Inc. Common Stock,3044484,2015,Health Care,Biotechnology: Pharmaceutical Preparations
TMC,TMC the metals company Inc. Common Stock,280639790,,Miscellaneous,Miscellaneous
TMCI,Treace Medical Concepts Inc. Common Stock,61544672,2021,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TMCWW,TMC the metals company Inc. Warrants,280639791,,Basic Materials,Metal Mining
TMDX,TransMedics Group Inc. Common Stock,32630386,2019,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,1716077131,2018,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,109448088,2013,Consumer Discretionary,Homebuilding
TMKR,Priveterra Acquisition Corp. II Class A Common Stock,0,2021,Finance,Blank Checks
TMKRW,Priveterra Acquisition Corp. II Warrant to purchase Class A common stock,0,2021,Finance,Blank Checks
TMO,Thermo Fisher Scientific Inc Common Stock,385949773,,Industrials,Industrial Machinery/Components
TMP,Tompkins Financial Corporation Common Stock,14363233,1997,Finance,Major Banks
TMPO,Tempo Automation Holdings Inc. Common Stock,30751040,2020,Technology,Industrial Machinery/Components
TMPOW,Tempo Automation Holdings Inc. Warrant,30751038,2020,Technology,Industrial Machinery/Components
TMQ,Trilogy Metals Inc. Common Stock,155559334,,Miscellaneous,Miscellaneous
TMST,TimkenSteel Corporation Common Shares,43454862,2014,Industrials,Steel/Iron Ore
TMTC,TMT Acquisition Corp Ordinary Shares,0,2023,Finance,Blank Checks
TMUS,T-Mobile US Inc. Common Stock,1176457229,,Telecommunications,Telecommunications Equipment
TNC,Tennant Company Common Stock,18583433,,Industrials,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc. Common Stock,65077704,2013,Health Care,Medical/Dental Instruments
TNET,TriNet Group Inc. Common Stock,59681265,2014,Consumer Discretionary,Business Services
TNGX,Tango Therapeutics Inc.,88467268,2020,Health Care,Biotechnology: Pharmaceutical Preparations
TNK,Teekay Tankers Ltd.,29310000,2007,Consumer Discretionary,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,73924313,,Consumer Discretionary,Hotels/Resorts
TNON,Tenon Medical Inc. Common Stock,11251300,2022,Health Care,Medical Specialities
TNONW,Tenon Medical Inc. Warrant,0,,Health Care,Medical Specialities
TNP,Tsakos Energy Navigation Ltd Common Shares,29510000,2002,Consumer Discretionary,Marine Transportation
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,-1,,Miscellaneous,Miscellaneous
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,-1,,Miscellaneous,Miscellaneous
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,10340359,,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,67865157,2021,Health Care, Medicinal Chemicals and Botanical Products 
TOI,The Oncology Institute Inc. Common Stock,72955088,2020,Health Care,Medical/Nursing Services
TOIIW,The Oncology Institute Inc. Warrant,72955092,2020,Health Care,Medical/Nursing Services
TOL,Toll Brothers Inc. Common Stock,109342000,,Consumer Discretionary,Homebuilding
TOMZ,TOMI Environmental Solutions Inc. Common Stock,19823954,,Finance,Diversified Commercial Services
TOON,Kartoon Studios Inc. Common Stock,32117452,,Consumer Discretionary,Movies/Entertainment
TOP,TOP Financial Group Limited Ordinary Shares,35050000,2022,Finance,Investment Bankers/Brokers/Service
TOPS,TOP Ships Inc. Common Stock,20346090,2004,Consumer Discretionary,Marine Transportation
TORO,Toro Corp. Common Stock,17961010,,Consumer Discretionary,Marine Transportation
TOST,Toast Inc. Class A Common Stock,530483490,2021,Technology,EDP Services
TOUR,Tuniu Corporation American Depositary Shares,123793204,2014,Consumer Discretionary,Transportation Services
TOVX,Theriva Biologics Inc. Common Stock,17042765,,Health Care,Biotechnology: Pharmaceutical Preparations
TOWN,TowneBank Common Stock,74617330,,Finance,Major Banks
TPB,Turning Point Brands Inc. Common Stock,17595578,2016,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation Common Stock,51975785,1970,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPCS,TechPrecision Corporation Common stock,8610990,,Industrials,Metal Fabrications
TPET,Trio Petroleum Corp. Common Stock,24824201,2023,Energy,Oil & Gas Production
TPG,TPG Inc. Class A Common Stock,300905200,2022,Finance,Investment Managers
TPH,Tri Pointe Homes Inc. Common Stock,98994457,2013,Consumer Discretionary,Homebuilding
TPHS,Trinity Place Holdings Inc. Common Stock,37246003,,Real Estate,Building operators
TPIC,TPI Composites Inc. Common Stock,42568886,2016,Industrials,Industrial Machinery/Components
TPL,Texas Pacific Land Corporation Common Stock,7677756,,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,231797800,,Consumer Discretionary,Apparel
TPST,Tempest Therapeutics Inc. Common Stock,10561700,,Health Care,Biotechnology: Pharmaceutical Preparations
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,24335428,2021,Real Estate,Real Estate Investment Trusts
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,35446751,2014,Consumer Discretionary,Other Consumer Services
TPX,Tempur Sealy International Inc. Common Stock,172070370,2003,Consumer Discretionary,Home Furnishings
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,0,2009,Finance,Investment Managers
TR,Tootsie Roll Industries Inc. Common Stock,69942441,,Consumer Staples,Specialty Foods
TRC,Tejon Ranch Co Common Stock,26726464,2000,Finance,Real Estate
TRCA,Twin Ridge Capital Acquisition Corp. Class A Ordinary Shares,0,2021,Finance,Blank Checks
TRDA,Entrada Therapeutics Inc. Common Stock,33271461,2021,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,LendingTree Inc. Common Stock,12971480,,Finance,Finance/Investors Services
TREX,Trex Company Inc. Common Stock,108563043,,Basic Materials,Forest Products
TRGP,Targa Resources Inc. Common Stock,223712284,2010,Utilities,Natural Gas Distribution
TRHC,Tabula Rasa HealthCare Inc. Common Stock,27054535,2016,Consumer Discretionary,Business Services
TRI,Thomson Reuters Corp Common Shares,473101530,,Consumer Discretionary,Publishing
TRIB,Trinity Biotech plc American Depositary Shares,38107570,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIN,Trinity Capital Inc. Common Stock,36762577,2021,Finance,Finance/Investors Services
TRINL,Trinity Capital Inc. 7.00% Notes Due 2025,36762578,,Finance,Finance/Investors Services
TRIP,TripAdvisor Inc. Common Stock,137987925,,Technology,Computer Software: Programming Data Processing
TRIS,Tristar Acquisition I Corp. Class A Ordinary Shares,0,2021,Finance,Blank Checks
TRKA,Troika Media Group Inc. Common Stock,16524847,2021,Consumer Discretionary,Advertising
TRKAW,Troika Media Group Inc. Warrant,16524840,2021,Consumer Discretionary,Advertising
TRMB,Trimble Inc. Common Stock,248321667,1990,Industrials,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,83450000,,Consumer Discretionary,Marine Transportation
TRMK,Trustmark Corporation Common Stock,61070094,,Finance,Major Banks
TRMR,Tremor International Ltd. American Depository Shares,142841900,2021,Technology,Computer Software: Programming Data Processing
TRN,Trinity Industries Inc. Common Stock,81853551,,Industrials,Railroads
TRNO,Terreno Realty Corporation Common Stock,83910715,2010,Finance,Real Estate
TRNR,Interactive Strength Inc. Common Stock,14313190,2023,Technology,Consumer Electronics/Appliances
TRNS,Transcat Inc. Common Stock,7687850,,Industrials,Electrical Products
TRON,Corner Growth Acquisition Corp. 2 Class A Ordinary Share,0,2021,Finance,Blank Checks
TRONW,Corner Growth Acquisition Corp. 2 Warrants,0,2021,Finance,Blank Checks
TROO,TROOPS Inc. Ordinary Shares ,101600000,,Technology,Radio And Television Broadcasting And Communications Equipment
TROW,T. Rowe Price Group Inc. Common Stock,224295099,1986,Finance,Investment Bankers/Brokers/Service
TROX,Tronox Holdings plc Ordinary Shares (UK),156786790,,Industrials,Major Chemicals
TRP,TC Energy Corporation Common Stock,1028999999,,Miscellaneous,Miscellaneous
TRS,TriMas Corporation Common Stock,41425673,2007,Industrials,Industrial Specialties
TRST,TrustCo Bank Corp NY Common Stock,19024433,,Finance,Major Banks
TRT,Trio-Tech International Common Stock,4096679,1998,Technology,Industrial Machinery/Components
TRTL,TortoiseEcofin Acquisition Corp. III Class A Ordinary Shares,0,2021,Finance,Blank Checks
TRTN,Triton International Limited Common Shares,55061159,2016,Consumer Discretionary,Diversified Commercial Services
TRTN^A,Triton International Limited 8.50% Series A Cumulative Redeemable Perpetual  Preference Shares,-1,,Miscellaneous,Miscellaneous
TRTN^B,Triton International Limited 8.00% Series B Cumulative Redeemable Perpetual Preference Shares,-1,,Miscellaneous,Miscellaneous
TRTN^C,Triton International Limited 7.375% Series C Cumulative Redeemable Perpetual Preference Shares,-1,,Miscellaneous,Miscellaneous
TRTN^D,Triton International Limited 6.875% Series D Cumulative Redeemable Perpetual Preference Shares,-1,,Miscellaneous,Miscellaneous
TRTN^E,Triton International Limited 5.75% Series E Cumulative Redeemable Perpetual Preference Shares,-1,,Miscellaneous,Miscellaneous
TRTX,TPG RE Finance Trust Inc. Common Stock,77730577,2017,Real Estate,Real Estate Investment Trusts
TRTX^C,TPG RE Finance Trust Inc. 6.25% Series C Cumulative Redeemable Preferred Stock $0.001 par value per share,-1,,Miscellaneous,Miscellaneous
TRU,TransUnion Common Stock,193300000,2015,Finance,Finance: Consumer Services
TRUE,TrueCar Inc. Common Stock,90060682,2014,Technology,Computer Software: Programming Data Processing
TRUP,Trupanion Inc. Common Stock,41371714,,Health Care,Medical Specialities
TRV,The Travelers Companies Inc. Common Stock,228942327,,Finance,Property-Casualty Insurers
TRVG,trivago N.V. American Depositary Shares,341782119,2016,Technology,EDP Services
